full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Gavin Newsom,,voting-rights,2,"Newsom signed AB 37 (Sept 2021) making universal vote-by-mail permanent for all registered voters.  He signed SB 1174 (Sept 2024) prohibiting any jurisdiction from requiring voter ID. He expanded early voting and relaxed ballot signature matching rules.  California also has automatic voter registration through the DMV though it does not allow online ballot casting.",https://www.gov.ca.gov/2021/09/27/governor-newsom-signs-landmark-elections-legislation-making-vote-by-mail-ballots-permanent-for-every-registered-voter-strengthening-elections-integrity/,,
Gavin Newsom,,deportation,2,"Newsom has been a leading sanctuary governor. California's SB 54 limits local law enforcement cooperation with ICE.  In Sept 2025 he signed new immigration protection bills including banning ICE agents from wearing masks  (SB 627) and prohibiting immigration enforcement on school campuses (AB 49). He allocated $35M to support immigrant families facing deportation  but vetoed bills expanding sanctuary protections to violent felons in state prison.", https://calmatters.org/justice/2025/09/newsom-new-immigration-laws/,https://calmatters.org/politics/2025/02/california-sanctuary-immigrants-democrats/,
Gavin Newsom,,social-security,2,"While Social Security is a federal program Newsom's broader policy orientation strongly supports expanding social safety nets. He expanded Medi-Cal benefits and signed CalHOPE trust accounts for children (SB 242). He increased paid sick days from 3 to 5 (SB 616)  and consistently opposed federal cuts to social programs describing Trump's spending cuts as threatening California's healthcare and social service systems.",https://calmatters.org/newsletter/newsom-signed-bills-insulin-housing/,,
Gavin Newsom,,ai-regulation,2,"Newsom vetoed SB 1047 (Sept 29 2024) which would have imposed heavy safety requirements on large AI models  arguing it was not empirically grounded and could stifle innovation.  However he signed 17+ targeted AI bills  including AB 2013 (training data transparency)  SB 942 (AI watermarking)  and deepfake election content bills. His approach favors light-to-moderate oversight with targeted regulation rather than heavy-handed control.",https://www.npr.org/2024/09/20/nx-s1-5119792/newsom-ai-bill-california-sb1047-tech,https://perkinscoie.com/insights/update/implications-california-governor-newsoms-veto-ai-safety-bill-sb-1047,
Gavin Newsom,,climate-change,2,"Newsom signed California's sweeping 2022 climate package mandating carbon neutrality by 2045 and 90% clean energy by 2035.  He issued executive orders requiring all new passenger cars be zero-emission by 2035  and banning fracking by 2024.  He invested $54 billion in the California Climate Commitment.  The phase-outs extend to 2035-2045 rather than imposing immediate bans on all carbon activities.",https://www.gov.ca.gov/2022/09/16/governor-newsom-signs-sweeping-climate-measures-ushering-in-new-era-of-world-leading-climate-action/,https://www.gov.ca.gov/2020/09/23/governor-newsom-announces-california-will-phase-out-gasoline-powered-cars-drastically-reduce-demand-for-fossil-fuel-in-californias-fight-against-climate-change/,
Gavin Newsom,,civil-rights,2,"Newsom signed AB 3121 (2020) creating the first-in-the-nation Reparations Task Force.  In 2024 he signed reparations priority bills including a formal apology for slavery (AB 3089)  and anti-hair discrimination (AB 1815).  He established a Bureau for Descendants of American Slavery. However he vetoed five reparations bills in 2025 including property restitution and college admissions prioritization citing fiscal concerns and legal risks.", https://www.gov.ca.gov/2024/09/26/governor-newsom-signs-california-legislative-black-caucus-priority-bills-including-a-formal-bipartisan-apology-for-the-states-role-in-slavery/,https://calmatters.org/politics/capitol/2024/09/california-reparations-slavery-apology/,
Gavin Newsom,,housing,2,"Newsom has made housing his signature domestic issue signing 56 housing bills in 2023 alone.  In 2025 he signed AB 130 the most significant CEQA reform in decades exempting most infill housing from environmental review.  He signed SB 79 allowing 9-story buildings near major transit.  He set a goal of 2.5M housing units by 2030  and invested $30B+ in affordable housing  including the $2.2B Homekey+ program for supportive housing.", https://www.gov.ca.gov/2023/10/11/governor-newsom-signs-package-to-streamline-housing-and-expand-tenant-protections-in-california/,,
Gavin Newsom,,campaign-finance,2,"Newsom signed legislation banning political contributions from foreign governments in state elections and signed multiple bills requiring transparency in campaign advertising including mandatory AI/deepfake disclosure in political ads (AB 2355 2024).  California already has strict campaign finance laws with contribution limits and disclosure requirements under the Political Reform Act.",https://www.gov.ca.gov/2024/09/17/governor-newsom-signs-bills-to-combat-deepfake-election-content/,,
Gavin Newsom,,immigration,2,"Newsom has been one of the most pro-immigration governors in the country. He expanded Medi-Cal to undocumented immigrants of all ages  supported driver's licenses for undocumented residents and signed SB 227 directing a plan for unemployment benefits for undocumented workers.  He signed multiple anti-deportation bills in Sept 2025  and allocated $35M for immigrant family support.  He championed sanctuary policies but vetoed bills expanding sanctuary to violent felons.", https://calmatters.org/justice/2025/09/newsom-new-immigration-laws/,,
Gavin Newsom,,misinformation,2,"Newsom signed AB 2655 (Defending Democracy from Deepfake Deception Act 2024) requiring large platforms to remove deceptive AI-generated election content.  He signed AB 2839 expanding prohibitions on distributing deceptive AI-altered election material.  He also signed SB 942 requiring AI watermarking and AB 56 mandating social media warning labels.  His approach mandates platform responsibility and algorithmic transparency.",https://www.gov.ca.gov/2024/09/17/governor-newsom-signs-bills-to-combat-deepfake-election-content/,,
Gavin Newsom,,redistricting,1,"California operates under one of the nation's most independent redistricting systems: the California Citizens Redistricting Commission established by Propositions 11 (2008) and 20 (2010). The commission consists of 14 citizens with no elected officials. Newsom has supported this system and not sought to undermine it.",,, 
Mike Braun,,healthcare,4,"Braun opposes the ACA and supports market-driven healthcare solutions. As Governor his Jan 2025 executive orders (EO 25-21 through 25-28) focused on price transparency hospital charity care accountability and split risk pools — all market-oriented reforms.  In the Senate he sponsored the Health Care PRICE Transparency Act  and the Expose Hospitals Violating Price Transparency Act (S.4414).  He favors limited government involvement with market competition.", https://events.in.gov/event/gov-mike-braun-signs-executive-orders-to-invest-in-a-healthier-indiana,,
Mike Braun,,abortion,4,"Braun is strongly pro-life. He praised Indiana's 2022 near-total abortion ban which permits exceptions only for rape/incest up to 12 weeks fatal fetal anomaly up to 22 weeks and life/health of the mother. As Governor he signed EO 25-20 (Jan 2025) directing enforcement of pro-life laws.  He voted for the Born-Alive Abortion Survivors Protection Act (S.311 2019) and voted against the Right to IVF Act (2024).",https://www.wfyi.org/news/articles/mike-brauns-win-for-governor-worries-reproductive-rights-advocates-in-indiana,https://events.in.gov/event/gov-mike-braun-signs-executive-orders-to-invest-in-a-healthier-indiana,
Mike Braun,,tariffs,4,"Braun shifted from a free-trade background to supporting Trump's tariff policies.  In 2018 he said Trump's trade policies 'yielded phenomenal results.' He voted for the USMCA.  He voted against the CHIPS Act (2022) opposing the $280B spending bill. His overall posture supports targeted tariffs against unfair trade practices particularly China while maintaining strategic trade agreements.",,, 
Mike Braun,,taxes,4,"Braun supported the 2017 Republican tax cuts and stated 'the federal government doesn't have a revenue problem; it has a spending problem.' He was among 31 GOP senators who voted against the Fiscal Responsibility Act of 2023 wanting deeper spending cuts. As Governor his top priority was property tax relief signing a plan capping property tax increases.  Americans for Tax Reform endorsed his property tax plan.",https://mikebraunforindiana.com/freedom-and-opportunity-agenda-property-tax-relief-plan/,,
Mike Braun,,same-sex-marriage,4,"Braun voted against the Respect for Marriage Act  (Nov 2022 61-36 final vote) which codified protections for same-sex and interracial marriages. He stated 'I believe in traditional marriage' and fought to keep marriage defined as between a man and a woman.  In March 2022 he suggested issues like same-sex marriage should be left to states. He opposes federal codification but has not called for making same-sex marriage illegal.",https://www.washingtonpost.com/politics/interactive/2022/senator-vote-count-respect-for-marriage-act/,,
Mike Braun,,religious-freedom,4,"Braun supported the controversial Indiana Religious Freedom Restoration Act (RFRA 2015) and opposed amendments banning discrimination based on sexual orientation and gender identity.  His campaign platform emphasizes that religious freedom is 'under attack.'  He voted against the Respect for Marriage Act partly on religious liberty grounds. His record strongly supports faith-based exemptions from anti-discrimination requirements.",https://mikebraunforindiana.com/issues/,,
Mike Braun,,trans-athletes,4,"As Governor Braun signed EO 25-35 (March 4 2025) banning transgender women from competing in women's college sports in Indiana and EO 25-36 recognizing only 'male' and 'female' as sexes. Indiana already had a 2022 law banning transgender girls from K-12 sports. Braun stated: 'Hoosiers overwhelmingly don't want those opportunities destroyed by allowing biological males to compete in women's sports.'",https://www.wthr.com/article/news/politics/gov-braun-signs-executive-order-banning-trans-women-womens-college-sports-indiana-girls-gender-identity-sex-definition-male-female-man-woman-mike/531-5fa480d6-1c0d-4ba4-9655-475c3d17c759,https://indianacapitalchronicle.com/briefs/indiana-governor-signs-executive-orders-aimed-at-extreme-gender-ideology/,
Mike Braun,,ukraine-support,4,"Braun voted against every major Ukraine aid package: the $40B Ukraine aid (May 2022 86-11 vote) the $84B Ukraine foreign aid bill (Feb 2024) and the Ukraine/border package procedural vote. He stated: 'I can't support $40 billion of new spending unless it's offset with cuts.' He framed opposition primarily around fiscal concerns and domestic priorities.",https://thehill.com/homenews/senate/3495060-here-are-the-11-republican-senators-who-voted-against-the-ukraine-aid-bill/,https://www.braun.senate.gov/news/press-releases/im-voting-no-senator-braun-on-84-billion-senate-bill-to-secure-other-countries-borders/,
Mike Braun,,medicare,3,"As Ranking Member of the Senate Special Committee on Aging Braun stated he would protect Medicare and Social Security and his proposed budget would 'extend the life of the Social Security Medicare and Medicaid trust funds' without touching essential programs. He introduced bipartisan bills to reform Medicare billing through site-neutral payments to save billions.  His approach is to improve the current system through cost controls and transparency.",https://www.aging.senate.gov/press-releases/ranking-member-braun-releases-top-aging-committee-priorities,,
Mike Braun,,fossil-fuels,4,"As Governor Braun signed EO 25-38 (March 2025) capping Indiana environmental regulations at the federal minimum  rolling back stricter state rules. He signed EO 25-37 eliminating 'environmental justice' considerations in permitting.  He voted against the Inflation Reduction Act (2022). While he co-founded the Senate Climate Solutions Caucus his policy actions favor expanding fossil fuel use and reducing environmental regulation.",https://events.in.gov/event/release-governor-braun-signs-executive-orders-on-reducing-over-regulation-and-creating-opportunity-while-protecting-our-environment,https://www.kriegdevault.com/insights/governor-brauns-executive-order-prompts-idem-to-potentially-roll-back-environmental-regulations,
Mike Braun,,voting-rights,4,"As Governor in 2025 Braun signed a slew of election-related bills including banning student IDs for voting (SB 10) and requiring proof of citizenship from some naturalized citizens. His campaign emphasized fighting the 'federal takeover of elections.'  Common Cause Indiana's executive director said in 31 years she'd never seen a session with so many restrictive voting bills.", https://www.thestatehousefile.com/politics/braun-signs-slew-of-election-related-bills-that-critics-say-will-harm-indiana-voters/article_04ca0496-eb62-41af-9c4d-4b93087c3d07.html,,
Mike Braun,,deportation,4,"Braun opposes a pathway to citizenship for undocumented immigrants including DREAMers.  He supported Indiana's SB 76 (FAIRNESS Act 2025-2026) requiring local police cooperation with ICE penalizing sanctuary policies and penalizing employers who hire unauthorized workers. His Business Affairs Secretary stated Braun wants 'the strongest version of this bill.' He voted against the bipartisan border/Ukraine package.",https://indianacapitalchronicle.com/2026/02/03/revamped-indiana-immigration-crackdown-clears-committee/,,
Mike Braun,,social-security,3,"Braun co-sponsored the bipartisan Save Our Seniors Act (with Cassidy and Manchin) to increase transparency about Social Security's solvency.  As Ranking Member of the Aging Committee he stated his budget would extend the life of Social Security trust funds without touching essential programs. His approach focuses on fiscal responsibility and transparency to stabilize the system rather than expanding or privatizing it.",https://www.aging.senate.gov/press-releases/ranking-member-braun-releases-top-aging-committee-priorities,,
Mike Braun,,ai-regulation,2,"While Braun has no specific AI legislation on record his broad deregulatory philosophy provides a clear signal. He signed EO 25-17 mandating a 25% reduction in state regulations by 2029  and EO 25-38 capping Indiana regulations at federal minimums.  His Heritage Action lifetime score is 94%.  His consistent anti-regulation record suggests a preference for minimal government interference in technology markets.",https://www.mcneelylaw.com/governor-mike-brauns-recent-executive-orders-and-their-implications-for-indiana-businesses-and-state-operations/,,
Mike Braun,,climate-change,4,"Braun co-founded the bipartisan Senate Climate Solutions Caucus (2019) and sponsored the Growing Climate Solutions Act for carbon markets for farmers. However he voted against the Inflation Reduction Act's climate provisions (2022). As Governor he signed EO 25-38 rolling back state environmental regulations to federal minimums and EO 25-37 eliminating environmental justice considerations.  His approach favors market forces over government mandates.",https://events.in.gov/event/release-governor-braun-signs-executive-orders-on-reducing-over-regulation-and-creating-opportunity-while-protecting-our-environment,,
Mike Braun,,civil-rights,5,"Within days of inauguration (Jan 15 2025) Braun signed EO 25-14 eliminating all DEI programs in state government replacing them with 'MEI' (Merit Excellence Innovation). He closed the Office of Chief Equity Inclusion and Opportunity Officer.  The order bars use of state funds for DEI  eliminates affirmative action in hiring and prohibits mandatory pronoun disclosure.  His proposed budget cut the Indiana Civil Rights Commission by approximately 16%.", https://www.insidehighered.com/news/quick-takes/2025/01/17/indiana-governor-issues-executive-order-eliminating-dei,https://events.in.gov/event/ends-dei-initiatives-prioritizes-merit-excellence-and-innovation,
Mike Braun,,housing,4,"Braun's primary housing-related action has been property tax relief through capping property tax increases for homeowners.  His campaign promoted reducing regulations and market-driven solutions. His broader philosophy emphasizes private-sector approaches and regulatory reduction. He signed EO 25-17 mandating a 25% reduction in state regulations which could affect housing development rules.", https://mikebraunforindiana.com/freedom-and-opportunity-agenda-property-tax-relief-plan/,,
Mike Braun,,campaign-finance,4,"Braun voted against the DISCLOSE Act (2022) which would have required greater transparency in political donations. He generally opposes additional regulations on political spending consistent with his free-market anti-regulation philosophy. His own campaign faced a $159000 FEC fine for disclosure violations related to $11.5M in loans (2024). He has not advocated for increased campaign finance restrictions.",https://www.lcv.org/moc/mike-braun/,,
Mike Braun,,immigration,4,"Braun opposes a pathway to citizenship for undocumented immigrants including DREAMers and says 'building the wall must be the first step.'  He voted against the bipartisan border security bill (2024).  As Governor he expressed support for Indiana's SB 76 (FAIRNESS Act) strengthening immigration enforcement and employer verification. He opposes sanctuary policies but has not explicitly called for ending all legal immigration.",https://indianacapitalchronicle.com/2026/02/03/revamped-indiana-immigration-crackdown-clears-committee/,,
Mike Braun,,misinformation,4,"Braun voted against the DISCLOSE Act (2022) which included transparency provisions for political communications. His campaign platform emphasized protecting against the 'federal takeover of elections' and election integrity.  His signing of Indiana election bills focused on preventing fraud rather than regulating speech. His overall anti-regulation pro-free-speech orientation aligns with opposing government involvement in content moderation.",https://mikebraunforindiana.com/issues/,,
Mike Braun,,redistricting,5,"Braun actively championed Trump's mid-decade redistricting push to gerrymander Indiana's congressional map from 7R-2D to 9R-0D. He called a special legislative session for November 3 2025 for this purpose.  When the Indiana Senate voted 31-19 against the plan (Dec 11 2025) Braun expressed deep disappointment  and vowed to 'work with the President to challenge' opposing senators.",https://www.pbs.org/newshour/politics/indiana-gov-mike-braun-calls-a-special-session-to-redraw-the-states-congressional-boundaries,https://indianacitizen.org/redistricting-defeated-indiana-senate-votes-against-redrawing-congressional-map/,https://indianacapitalchronicle.com/2025/10/27/indiana-governor-summons-lawmakers-for-redistricting-session-amid-national-gop-pressure/
Adam Schiff,,healthcare,1,"Schiff is an original cosponsor of the Medicare for All Act and has stated 'we must make every effort to provide universal coverage to all Americans.'  In his CalMatters candidate questionnaire he explicitly listed 'passing Medicare for All' as a policy priority. His House issues page states he believes 'affordable quality health care is a fundamental human right.'", https://calmatters.org/california-voter-guide-2024/us-senate/adam-schiff/,,
Adam Schiff,,abortion,1,"Schiff is a member of the Congressional Pro-Choice Caucus. He voted for the Women's Health Protection Act to codify Roe v. Wade.  He stated: 'It's time to abolish the filibuster unpack the Supreme Court and enshrine Roe into law'  (2023). He voted against the Pain-Capable Unborn Child Protection Act and supports publicly funded reproductive care.",,, 
Adam Schiff,,tariffs,2,"Schiff cosponsored S.3905 (Feb 2026) to require refunds of Trump's IEEPA tariffs found unlawful by the Supreme Court  opposing broad unilateral tariffs. He voted for the Trade Promotion Authority Act of 2015. His stance reflects opposition to high tariffs while supporting targeted trade enforcement — substantial reduction of Trump-era tariffs but not elimination of all trade protections.",https://www.finance.senate.gov/ranking-members-news/wyden-markey-shaheen-and-19-senate-democrats-release-legislation-requiring-refunds-of-trumps-illegal-tariffs,,
Adam Schiff,,taxes,1,"Schiff's platform explicitly states 'the wealthiest Americans and big corporations must pay their fair share'  and he supports repealing the Trump tax cuts for the wealthiest and corporations.  He supports increasing taxes on corporate profits fully funding the IRS and eliminating loopholes.  He voted against the 2017 Tax Cuts and Jobs Act.",https://www.adamschiff.com/plans/affordability-agenda/,,
Adam Schiff,,same-sex-marriage,1,"Schiff is vice chair of the Congressional LGBTQ+ Equality Caucus.  He voted for the Respect for Marriage Act (2022) stating 'The right to marry is fundamental.'  He cosponsored the Equality Act to extend comprehensive federal nondiscrimination protections  and cosponsored the Respect for Marriage Act to repeal DOMA.",,,  
Adam Schiff,,religious-freedom,2,"As co-sponsor of the Equality Act Schiff supports anti-discrimination protections that would limit religious exemptions in employment housing and public accommodations for LGBTQ+ individuals. His Equality Act co-sponsorship explicitly narrows the Religious Freedom Restoration Act's application in discrimination contexts while still supporting religious practice broadly.",,, 
Adam Schiff,,trans-athletes,2,"Schiff introduced the PERIOD Act to protect trans students' medical data and characterized proposals to track athletes' menstrual cycles as 'a not-at-all disguised effort to discriminate against trans students.'  He opposed the NDAA partly over policy riders that 'undermine access to lifes aving health care for military families' referencing trans healthcare. His consistent defense of trans rights and opposition to restrictive bans indicates support for inclusion with appropriate processes.",https://www.washingtonblade.com/2023/02/09/exclusive-adam-schiff-discusses-senate-run-and-new-bill-protecting-trans-youth/,,
Adam Schiff,,ukraine-support,1,"Schiff visited Ukraine and met President Zelenskyy (2022). He demanded Speaker Johnson bring the $60B Ukraine Security Supplemental to the floor (2024). He voted against the FY2025 NDAA specifically because it 'withheld make-or-break funds from our ally Ukraine.' He advocated using seized Russian assets to help Ukraine and has consistently called for more and sustained military economic and humanitarian aid.",https://www.schiff.senate.gov/news/press-releases/statement-schiff-votes-against-ndaa-cites-policy-riders-and-failure-to-aid-ukraine/,https://www.npr.org/2022/05/03/1096075543/rep-adam-schiff-was-among-the-u-s-lawmakers-who-met-with-ukraines-president,
Adam Schiff,,medicare,1,"Schiff is an original cosponsor of the Medicare for All Act. His official position states 'Adam believes we must make every effort to provide universal coverage to all Americans.' He supports expanding both Medicare and Medicaid eligibility and opposed Speaker Johnson who 'wants to end Medicare and Social Security as we know it.'",https://www.adamschiff.com/plans/affordability-agenda/,,
Adam Schiff,,fossil-fuels,2,"Schiff is an original cosponsor of the Green New Deal. His climate page states the need to 'end the use of fossil fuels including ending subsidies to fossil fuel companies.' He strongly opposes offshore drilling in California. As senator he led Democrats questioning Trump's blanket permits for AI data centers over environmental concerns. His position focuses on ending new permits and subsidies.",https://www.schiff.senate.gov/news/press-releases/news-sen-schiff-senate-democrats-urge-trump-admin-to-balance-technological-innovation-with-longstanding-environmental-protections-in-permitting-of-ai-data-centers/,https://www.lcv.org/moc/adam-b-schiff/,
Adam Schiff,,voting-rights,1,"Schiff explicitly supports automatic voter registration through DMV online voter registration universal mail-in voting same-day registration and making Election Day a national holiday. He co-sponsored the For the People Act (H.R.1) and John R. Lewis Voting Rights Advancement Act. He called voter ID laws 'purposefully designed to discourage minorities from voting' and supports restoring voting rights to formerly incarcerated.",https://www.adamschiff.com/issue/defending-democracy/,,
Adam Schiff,,deportation,2,"Schiff supports a pathway to citizenship for 11 million undocumented immigrants via the U.S. Citizenship Act. As Ranking Member of Senate Judiciary Immigration Subcommittee (2025) he condemned Trump's 'indiscriminate immigration enforcement raids' in Pomona CA. He stated: 'While no one disagrees with targeting violent criminals for deportation the enforcement actions demonstrate the Department is indiscriminately targeting all noncitizens for removal.'",https://www.schiff.senate.gov/news/press-releases/watch-sen-schiff-demands-accountability-for-ongoing-abuse-of-power-and-force-by-immigration-enforcement-agencies-opposes-additional-dhs-funding/,https://calmatters.org/california-voter-guide-2024/us-senate/adam-schiff/,
Adam Schiff,,social-security,2,"Schiff's Affordability Agenda explicitly calls for 'Expanding Social Security and Medicaid eligibility.' He opposed Speaker Johnson's plans to 'end Medicare and Social Security as we know it.' He cosponsored bills addressing Social Security's disproportionate effects on women and has not specifically endorsed removing the income cap but strongly supports expansion and increased benefits.",,, 
Adam Schiff,,ai-regulation,4,"Schiff introduced the Generative AI Copyright Disclosure Act (April 2024) and reintroduced it as the bipartisan CLEAR Act (2025) requiring companies to disclose copyrighted works used to train AI. He co-sponsored legislation to empower FEC to regulate AI deepfakes in elections. He criticized Trump's AI executive order for preempting state safeguards. He stated there's 'so much more we're going to need to do' beyond initial transparency bills.",https://www.schiff.senate.gov/news/press-releases/news-sens-schiff-curtis-introduce-bipartisan-bill-to-protect-creators-work-implement-transparency-safeguards-in-ai-model-development/,https://www.schiff.senate.gov/news/press-releases/statement-sen-schiff-statement-on-trump-ai-executive-order-preempting-state-safeguards-meant-to-protect-consumers-and-workers/,
Adam Schiff,,climate-change,2,"Schiff is an original cosponsor of the Green New Deal and calls the climate crisis 'an existential threat.' He supports 'an Apollo Project-like effort to end the use of fossil fuels' and 'invest in clean and renewable energy.' He states: 'Congress cannot be too aggressive when it comes to climate.' He voted for the Inflation Reduction Act's climate investments and has a near-perfect LCV scorecard.",https://www.lcv.org/moc/adam-b-schiff/,,
Adam Schiff,,civil-rights,2,"Schiff is an original co-sponsor of the Equality Act providing comprehensive federal nondiscrimination protections for LGBTQ+ individuals. He authored the Equal Health Care for All Act to establish an Office of Civil Rights and Health Equity. He voted against banking deregulation specifically because it would 'curtail important civil rights regulations.' His focus is on strengthening enforcement of anti-discrimination laws and addressing systemic inequities.",,, 
Adam Schiff,,housing,2,"Schiff introduced the Housing BOOM Act (2025) described as 'the biggest expansion of LIHTC ever proposed' which would triple the Low-Income Housing Tax Credit create a $10B annual loan fund and $5B annual block grant. He supports making Section 8 an entitlement. He calls for building 'hundreds of thousands of units of affordable housing each year in California alone.'",https://www.schiff.senate.gov/news/press-releases/news-sen-schiff-unveils-landmark-legislation-to-spur-new-housing-boom-address-housing-crisis/,https://www.adamschiff.com/plans/housing-and-homelessness-plan/,
Adam Schiff,,campaign-finance,2,"Schiff authored H.J.Res.80 a constitutional amendment to overturn Citizens United granting Congress and states power to regulate contributions and expenditures and to enact public financing systems. His first legislation in Congress (2001) cracked down on corporate and foreign spending in elections. He co-sponsored the For the People Act with comprehensive campaign finance provisions.",https://www.congress.gov/bill/117th-congress/house-joint-resolution/80/text,https://www.adamschiff.com/issue/defending-democracy/,
Adam Schiff,,immigration,2,"Schiff supports the U.S. Citizenship Act creating a pathway to citizenship for 11 million undocumented immigrants. He co-sponsored the American Dream and Promise Act for Dreamers. He supports surging resources to the border (judges interpreters staff) and humanitarian support for asylum seekers. He states: 'We can have both a strong border but also treat people as human beings.'",https://calmatters.org/california-voter-guide-2024/us-senate/adam-schiff/,,
Adam Schiff,,misinformation,2,"Schiff has been described as 'the leader in Congress on countering vaccine misinformation.' He wrote oversight letters to Meta X TikTok and Google demanding plans to address misinformation. He called for 'speedy takedowns' of deepfakes and co-sponsored a bill to empower FEC to regulate AI deepfakes in political communications. He stated there needs to be 'much more done to attack the avalanche of misinformation and disinformation.'",,, 
Adam Schiff,,redistricting,1,"Schiff explicitly praised California's independent citizens' commission model and supports applying it nationally: 'We need to end this nefarious practice just like California did by passing the For the People Act.' He co-sponsored the For the People Act (H.R.1) which would require independent redistricting commissions for federal elections.",https://www.adamschiff.com/issue/defending-democracy/,,
Alex Padilla,-100200,healthcare,1,"Padilla is an original cosponsor of the Medicare for All Act in multiple sessions (2022 2023 2025 with Sanders). He stated: 'Health care is a human right and it's past time that we pass Medicare for All.' The bill would establish single-payer comprehensive coverage with no premiums deductibles or copays.",https://www.padilla.senate.gov/newsroom/press-releases/padilla-joins-sanders-and-over-100-lawmakers-in-reintroduction-of-medicare-for-all/,https://www.congress.gov/bill/119th-congress/senate-bill/1506,
