full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Linda Sanchez,,voting-rights,2,"Sanchez is lead author of the Voting Rights Advancement Act restoring pre-clearance requirements and voted for H.R. 1 (For the People Act) in 2019 and 2021 mandating automatic voter registration, expanded early voting, and mail-in voting. She also voted for the Freedom to Vote: John R. Lewis Act.",https://lindasanchez.house.gov/media-center/press-releases/congresswoman-linda-s-nchez-speaks-out-favor-strengthening-voting-righ-0,https://www.congress.gov/bill/117th-congress/house-bill/1,https://ballotpedia.org/Linda_S%C3%A1nchez
Linda Sanchez,,deportation,2,"Sanchez introduced the U.S. Citizenship Act of 2023 creating an 'earned roadmap to citizenship for all 11 million undocumented immigrants.' She voted against the Laken Riley Act (H.R. 29, 2025) and consistently supports the DREAM Act. She supports 'smart border security' alongside legal pathways rather than mass deportation.",https://lindasanchez.house.gov/media-center/press-releases/sanchez-democratic-leaders-respond-hr-2-introduce-us-citizenship-act,https://lindasanchez.house.gov/issues/immigration,
Linda Sanchez,,social-security,1,"Sanchez introduced the Strengthening Social Security Act (H.R. 3261, May 2023) to increase benefits across-the-board, phase out the taxable income cap, and switch to CPI-E for COLAs. She serves as Ranking Member of the Ways and Means Social Security Subcommittee and opposes any privatization.",https://lindasanchez.house.gov/media-center/press-releases/sanchez-pocan-introduce-legislation-increase-social-security-benefits,https://lindasanchez.house.gov/media-center/press-releases/sanchez-introduces-bill-strengthen-social-security-benefits-widows,https://lindasanchez.house.gov/media-center/press-releases/reps-linda-s-nchez-introduces-strengthening-social-security-act-2016
Linda Sanchez,,climate-change,3,"Sanchez voted for the Inflation Reduction Act (2022) praising its goal to 'reduce greenhouse gas emissions by 40 percent by 2030.' She supports clean energy tax credits and introduced bipartisan legislation for energy efficiency and renewable natural gas. Her approach emphasizes gradual clean energy investment rather than declaring a climate emergency.",https://lindasanchez.house.gov/media-center/press-releases/s-nchez-advances-inflation-reduction-act-sends-bill-president-biden-s,https://lindasanchez.house.gov/issues/energy-and-environment,https://fitzpatrick.house.gov/2025/4/fitzpatrick-s-nchez-lead-bipartisan-bicameral-charge-to-power-clean-energy-and-job-creation
Linda Sanchez,,civil-rights,2,"Sanchez received a 100% rating from the NAACP, is lead author of the
Voting Rights Advancement Act, co-founded the
Congressional LGBT Equality Caucus, and introduced the Equality Act to expand civil rights protections. She consistently votes to strengthen enforcement of civil rights laws and address systemic discrimination.",https://lindasanchez.house.gov/issues/Civil-Rights-and-Equality?page=1,https://lindasanchez.house.gov/media-center/press-releases/linda-s-nchez-statement-re-introduction-equality-act,https://en.wikipedia.org/wiki/Linda_S%C3%A1nchez
Linda Sanchez,,housing,2,"Sanchez introduced legislation to improve veteran access to affordable housing tax credits (H.R. 9788, 2024) and the Fair Housing for Disabled Veterans Act (H.R. 5529, 2025). She voted for the Build Back Better Act and American Rescue Plan including housing investments and supports robust funding for McKinney-Vento homeless assistance.",https://lindasanchez.house.gov/issues/housing,https://www.congress.gov/member/linda-sanchez/S001156?q=%7B%22sponsorship%22:%22sponsored%22,%22type%22:%22bills%22%7D,https://lindasanchez.house.gov/media-center/press-releases/congresswoman-s-nchez-votes-american-rescue-plan
Linda Sanchez,,campaign-finance,2,"Sanchez voted for H.R. 1 (For the People Act) in 2019 and 2021 which includes the DISCLOSE Act for dark money transparency, a small-dollar matching system for public financing, and expanded prohibition on foreign campaign spending. She supports full disclosure of campaign finances and lobbyist disclosures.",https://www.congress.gov/bill/117th-congress/house-bill/1,https://en.wikipedia.org/wiki/Linda_S%C3%A1nchez,https://ballotpedia.org/Linda_S%C3%A1nchez
Linda Sanchez,,immigration,2,"Sanchez introduced the U.S. Citizenship Act of 2023 which creates pathways to citizenship for 11 million undocumented immigrants, doubles family-preference visas, raises per-country caps, and eliminates LGBTQ+ discrimination in immigration. She supports the DREAM Act and TPS protections while advocating for dramatically expanded legal immigration.",https://lindasanchez.house.gov/media-center/press-releases/sanchez-democratic-leaders-respond-hr-2-introduce-us-citizenship-act,https://lindasanchez.house.gov/issues/immigration,https://lindasanchez.house.gov/media-center/press-releases/what-they-are-saying-sanchez-democratic-leaders-respond-hr-2-introduce
Linda Sanchez,,redistricting,1,"Sanchez voted for H.R. 1 (For the People Act) in 2019 and 2021 which requires every state to establish independent nonpartisan redistricting commissions with no elected officials, bans partisan gerrymandering, and mandates transparency with equal numbers of Democrats, Republicans, and unaffiliated members.",https://www.congress.gov/bill/117th-congress/house-bill/1,https://campaignlegal.org/update/how-hr-1-will-help-us-achieve-government-people,
Brad Sherman,,healthcare,2,"Sherman supported passage of the ACA and voted for the Inflation Reduction Act (2022) which capped insulin costs and enabled Medicare drug price negotiation. He voted against the 2025 Republican reconciliation bill saying it would 'take away healthcare from 14 million Americans.' His focus is expanding coverage through public options alongside private insurance.",https://sherman.house.gov/media-center/press-releases/congressman-brad-sherman-hosts-5000-telephone-town-hall-voting-against,https://www.bradsherman.com/meet-brad,
Brad Sherman,,abortion,1,"Sherman received a 100% score from Reproductive Freedom for All (2024) and introduced the Medical Travel Assistance to Protect Women's Right to Choose Act. He helped pass the Women's Health Protection Act through the House in 2022 and cosponsored the EACH Act requiring Medicaid to cover abortion.",https://sherman.house.gov/choice,https://reproductivefreedomforall.org/lawmaker/brad-sherman/,https://ontheissues.org/CA/Brad_Sherman.htm
Brad Sherman,,tariffs,3,"Sherman opposed NAFTA, CAFTA, and MFN for China, arguing they cost American jobs. He introduced legislation in 2010 to rescind China's Most Favored Nation status saying the trade relationship is 'horrendously lopsided.' He criticized Trump's broad 2025 tariffs but supports targeted trade protections for key industries.",https://en.wikipedia.org/wiki/Brad_Sherman,https://sherman.house.gov/issues/trade,https://sherman.house.gov/media-center/press-releases/congressman-sherman-opposes-fast-track-bill
Brad Sherman,,taxes,2,"Sherman supported the Inflation Reduction Act (2022) imposing a 15% corporate minimum tax and voted against the 2025 Republican reconciliation bill calling it an '$82,000 tax cut for those who make over $1 million per year.' He led efforts with Sen. Warren to expand the IRS Direct File program for free tax filing.",https://sherman.house.gov/issues/taxes,https://sherman.house.gov/media-center/press-releases/congressman-brad-sherman-hosts-5000-telephone-town-hall-voting-against,https://sherman.house.gov/issues/economy
Brad Sherman,,same-sex-marriage,1,"Sherman cosponsored and voted for the Respect for Marriage Act (signed December 13, 2022) codifying same-sex marriage protections. He is a Congressional LGBTQ+ Equality Caucus member with a 100% HRC rating and stated: 'I believe that government should allow all consenting adults, regardless of sexual orientation, to enjoy the benefits of legally-recognized marriage.'",https://sherman.house.gov/media-center/press-releases/sherman-celebrates-the-respect-for-marriage-act-being-signed-into-law,https://sherman.house.gov/media-center/press-releases/congressman-sherman-fighting-for-lgbt-rights,https://www.washingtonpost.com/politics/interactive/2022/house-vote-count-respect-for-marriage-act/
Brad Sherman,,religious-freedom,2,"Sherman supports the Do No Harm Act clarifying that RFRA cannot be used to discriminate against protected classes. His official website states it is 'more important than ever that Congress pass the Do No Harm Act' to prevent religious beliefs from being used to override anti-discrimination protections in employment and housing.",https://sherman.house.gov/lgbtq,,
Brad Sherman,,trans-athletes,2,"Sherman cosponsored the Equality Act (reintroduced April 2025) providing federal protections based on gender identity and holds a 100% HRC rating. He voted against the FY2025 NDAA because it banned gender-affirming care for children of servicemembers. No specific statement on trans athlete documentation requirements was found but his record consistently supports transgender rights.",https://sherman.house.gov/lgbtq,https://ontheissues.org/CA/Brad_Sherman.htm,
Brad Sherman,,ukraine-support,2,"Sherman is a member of the Congressional Ukraine Caucus and his Russia and Belarus Financial Sanctions Act (H.R. 7066) passed the House. He appeared on CNN in February 2024 advocating continued U.S. aid and supported the April 2024 supplemental aid package including Ukraine military assistance.",https://sherman.house.gov/ukrainecaucus,https://sherman.house.gov/media-center/videos/sherman-cnn-ukraines-fate-hangs-balance,
Brad Sherman,,medicare,2,"Sherman cosponsored the
Medicare Dental, Vision, and Hearing Benefit Act (March 2023) and the Keeping Our Field Offices Open Act (2025) to prevent Social Security office closures. He holds 100% ratings from AARP and NCPSSM and stated: 'I will fight plans to privatize Social Security or turn Medicare into a voucher program.'",https://sherman.house.gov/issues/seniors,https://sherman.house.gov/media-center/press-releases/congressman-sherman-working-to-preserve-social-security-medicare,https://sherman.house.gov/media-center/press-releases/congressman-sherman-gop-spending-bill-devastating-betrayal-hardworking
Brad Sherman,,fossil-fuels,2,"Sherman cosponsored the Green New Deal (2019 and reintroduced 2021) to phase out fossil fuels and the West Coast Ocean Protection Act to ban offshore drilling off California. He cosponsored the CLOSE Act to close Clean Air Act loopholes for oil and gas and has a near-100% lifetime Sierra Club and LCV rating.",https://sherman.house.gov/issues/environment,https://www.lcv.org/moc/brad-j-sherman/,https://www.congress.gov/bill/117th-congress/house-resolution/332/cosponsors
Brad Sherman,,voting-rights,2,"Sherman co-sponsored and voted for H.R. 1 (For the People Act) in 2019 and 2021 establishing automatic voter registration, expanding early voting to 15+ days, expanding mail-in voting, and making Election Day a federal holiday. He also voted for the Freedom to Vote: John R. Lewis Act (2022).",https://www.congress.gov/bill/117th-congress/house-bill/1/cosponsors,https://sherman.house.gov/media-center/press-releases/congressman-brad-sherman-hosts-5000-telephone-town-hall-voting-against,
Brad Sherman,,deportation,2,"Sherman condemned Trump's DACA termination in 2017 calling it 'essentially deporting nearly 800,000 young men and women who are American in every way.' In 2025 he condemned ICE raids as 'cruel, unnecessary, and undermine the values this country was built on.' He cosponsored the Keep Families Together Act and voted NO on the Secure Fence Act (2006).",https://sherman.house.gov/media-center/press-releases/congressman-sherman-releases-statement-condemning-trump-s-decision-to,https://sherman.house.gov/media-center/press-releases/nearly-800-attend-congressman-brad-shermans-town-hall-focused-combating,https://www.ontheissues.org/ca/Brad_Sherman_Immigration.htm
Brad Sherman,,social-security,2,"Sherman cosponsored the Social Security 2100: A Sacred Trust Act extending solvency by raising taxes on income above $400,000 while increasing benefits across the board. He stated 'We should not replace a guarantee with a gamble' regarding privatization and holds 100% ratings from NCPSSM and AARP.",https://sherman.house.gov/issues/seniors,https://sherman.house.gov/media-center/press-releases/congressman-sherman-working-to-preserve-social-security-medicare,
Brad Sherman,,climate-change,2,"Sherman cosponsored the Green New Deal and H.Con.Res.37 declaring climate change a national emergency. He supported the Inflation Reduction Act calling it 'the most significant climate change legislation' with $369 billion in environmental investment. He has near-100% lifetime LCV and Sierra Club ratings.",https://sherman.house.gov/issues/environment,https://www.lcv.org/moc/brad-j-sherman/,https://www.givegreen.com/candidates/brad-sherman
Brad Sherman,,civil-rights,2,"Sherman earned a 100% ACLU rating and cosponsored the Equality Act (reintroduced April 2025) providing federal protections against discrimination based on sex, sexual orientation, and gender identity. He is a Congressional LGBTQ+ Equality Caucus member and supported the Global Respect Act sanctioning officials responsible for anti-LGBTQ+ human rights abuses.",https://sherman.house.gov/lgbtq,https://ontheissues.org/CA/Brad_Sherman.htm,
Brad Sherman,,housing,2,"Sherman introduced the Housing Unhoused Disabled Veterans Act which passed the House in 2025 and participated in the 2024 Democratic Issues Conference panel 'Housing for All' with Ranking Member Maxine Waters. He serves on the House Financial Services Committee and secured federal funding for housing community projects.",https://sherman.house.gov/media-center/press-releases/sherman-joins-press-conference-on-ending-affordable-housing-homelessness,https://www.bradsherman.com/meet-brad,
Brad Sherman,,campaign-finance,2,"Sherman co-sponsored and voted for H.R. 1 (For the
People Act, 2019 and 2021) which includes the DISCLOSE Act for dark money transparency, the
Honest Ads Act, a 6:1 small-dollar donation matching system for public financing, and FEC reform — the most comprehensive campaign finance reform package proposed in decades.",https://www.congress.gov/bill/117th-congress/house-bill/1/cosponsors,https://www.bradsherman.com/meet-brad,
Brad Sherman,,immigration,2,"Sherman supported DACA, cosponsored the DREAM Act and NO BAN Act, and co-sponsored the Fairness for High-Skilled Immigrants Act (H.R. 1044, 2019). He cosponsored the Keep Families Together Act. His record favors expanded legal immigration with pathways to citizenship while not advocating open borders.",https://www.ontheissues.org/ca/Brad_Sherman_Immigration.htm,https://sherman.house.gov/media-center/press-releases/congressman-sherman-releases-statement-condemning-trump-s-decision-to,
Brad Sherman,,redistricting,1,"Sherman co-sponsored and voted for H.R. 1 (For the
People Act, 2019 and 2021) requiring every state to establish independent redistricting commissions with no elected officials, banning mid-decade redistricting, including a statutory ban on partisan gerrymandering, and mandating transparency with diverse nonpartisan membership.",https://www.congress.gov/bill/117th-congress/house-bill/1,https://brennancenter.org/our-work/policy-solutions/annotated-guide-hr-1-people-act-2019,
Norma Torres,,healthcare,2,"Torres voted for the Inflation Reduction Act (2022) capping insulin at $35/month and enabling Medicare drug price negotiation. Her New Democrat Coalition's Affordability Agenda (2025) focuses on lowering healthcare costs and expanding access. She supports expanding public healthcare options alongside private insurance but is not a Medicare for All cosponsor.",https://torres.house.gov/norma-torres-delivers-for-the-inland-empire,https://torres.house.gov/media-center/press-releases/new-dem-housing-chair-norma-torres-supports-new-dems-affordability-agenda-to-lower-costs-for-working-families,https://www.healthreformvotes.org/congress/412617
Norma Torres,,abortion,1,"Torres has a 100% rating from Reproductive Freedom for All and an F grade from Susan B. Anthony Pro-Life America. She voted YES on the Women's Health Protection Act (September 2021) codifying broad abortion access and has voted to eliminate prohibitions on taxpayer funding for abortion. She is Vice Chair of the Pro-Choice Caucus.",https://reproductivefreedomforall.org/lawmaker/norma-torres/,https://en.wikipedia.org/wiki/Norma_Torres,https://sbaprolife.org/representative/norma-torres
Norma Torres,,tariffs,2,"Torres co-authored the New Democrat Coalition's Affordability Agenda (2025) criticizing Trump's 'chaotic tariff policies' for driving up prices. She has consistently opposed Trump-era tariff escalations and advocates policies that 'roll back harmful policies that drive up prices' while supporting targeted trade enforcement.",https://torres.house.gov/media-center/press-releases/new-dem-housing-chair-norma-torres-supports-new-dems-affordability-agenda-to-lower-costs-for-working-families,https://www.govtrack.us/congress/members/norma_torres/412617,
Norma Torres,,taxes,2,"Torres voted for the Inflation Reduction Act (2022) imposing a 15% corporate minimum tax on large corporations and increasing IRS enforcement against high-income tax evaders. She opposed the Republican 'Limit, Save, Grow Act' (2023) and her Affordability Agenda focuses on ensuring corporations and the wealthy pay their fair share while lowering costs for working families.",https://torres.house.gov/norma-torres-delivers-for-the-inland-empire,https://ballotpedia.org/Norma_Torres,https://www.govtrack.us/congress/members/norma_torres/412617
Norma Torres,,same-sex-marriage,1,"Torres voted YES on the Respect for Marriage Act both times it passed the House (July 19, 2022 and December 8, 2022). She stated 'Love is love' and that 'same-sex marriages and interracial marriages should have the same protections that my own marriage does.'",https://torres.house.gov/media-center/press-releases/congresswoman-torres-applauds-house-vote-send-respect-marriage-act,https://clerk.house.gov/Votes/2022513,https://www.washingtonpost.com/politics/interactive/2022/house-vote-count-respect-for-marriage-act/
Norma Torres,,religious-freedom,2,"Torres cosponsored the Equality Act (H.R. 15, 119th Congress, 2025) prohibiting discrimination based on sexual orientation and gender identity and overriding religious exemptions in public accommodations. She also voted for the Respect for Marriage Act which included religious liberty protections for religious organizations.",https://www.congress.gov/bill/119th-congress/house-bill/15/text,https://torres.house.gov/media-center/press-releases/congresswoman-torres-applauds-house-vote-send-respect-marriage-act,
Norma Torres,,trans-athletes,1,"Torres voted NO on the Protection of Women and Girls in Sports Act twice — in April 2023 and on January 14, 2025 (H.R. 28, passed 218-206) — opposing bans on transgender girls in school sports. She cosponsored the Equality Act (H.R. 15) providing protections based on gender identity and voted YES on the Equality Act in February 2021.",https://abcnews.go.com/Politics/men-place-womens-sports-house-gop-votes-roll/story?id=117673985,https://www.congress.gov/bill/119th-congress/house-bill/15/text,
Norma Torres,,ukraine-support,2,"Torres voted for H.Res. 1160 (April 19, 2024) providing emergency supplemental appropriations including Ukraine military and economic aid. She stated the U.S. must ensure 'Russia does not destroy democracy in Ukraine' and advocated for the combined Israel-Ukraine aid package without partisan conditions.",https://torres.house.gov/media-center/press-releases/congresswoman-torres-statement-vote-against-partisan-conditions-aid,https://www.govtrack.us/congress/members/norma_torres/412617,
Norma Torres,,medicare,2,"Torres voted for the Inflation Reduction Act enabling Medicare drug price negotiation and capping insulin at $35/month. She voted YES on the Social Security Fairness Act (H.R. 82, November 12, 2024) expanding benefits and introduced the 'Repairing Social Security After Trump and DOGE Act' (2025) to restore disrupted benefits.",https://torres.house.gov/norma-torres-delivers-for-the-inland-empire,https://torres.house.gov/media-center/press-releases/congresswoman-torres-introduces-repairing-social-security-after-trump-and-doge-act,https://clerk.house.gov/Votes/2024456
Norma Torres,,fossil-fuels,2,"Torres has a 96% lifetime LCV score and voted against the Republican Lower Energy Costs Act (H.R. 1, 2023) which would have expanded drilling permits. She voted for the Inflation Reduction Act investing $370 billion in clean energy and supports 'renewable energy sources like solar' and 'holding polluters accountable.'",https://www.lcv.org/moc/norma-torres/,https://torres.house.gov/issue/energy-and-environment?latest=42,
Norma Torres,,voting-rights,2,"Torres voted YES on H.R. 1 (For the
People Act, March 2021) expanding voter registration, early voting, and vote-by-mail. She strongly opposed the SAVE Act (2024) calling it voter suppression that would 'disenfranchise countless American citizens' and co-introduced the INVITE Act (H.R. 7179) to improve voter registration for new citizens.",https://torres.house.gov/media-center/press-releases/congresswoman-torres-condemns-republican-rejection-of-key-amendments-to-save-act-to-protect-americans-right-to-vote,https://www.congress.gov/bill/117th-congress/house-bill/1,
Norma Torres,,deportation,2,"Torres introduced the Fairness to Freedom Act (H.R. 2697, April 2023) establishing a right to federally funded legal representation for immigrants facing deportation. She led 58 lawmakers requesting $150 million for immigrant legal services and voted NO on H.R. 2 (Secure the
Border Act, 2023). As a Guatemalan immigrant she opposes mass deportation while supporting humane immigration policies.",https://www.congress.gov/bill/118th-congress/house-bill/2697/text,https://torres.house.gov/media-center/press-releases/congresswoman-torres-58-lawmakers-call-funding-provide-legal,https://www.vera.org/newsroom/sen-gillibrand-rep-torres-introduce-historic-bill-establishing-a-right-to-federally-funded-counsel-for-all-immigrants-facing-removal-who-cant-afford-it-universal-representation
Norma Torres,,social-security,2,"Torres introduced the 'Repairing Social Security After Trump and DOGE Act' (2025) to restore disrupted benefits and voted YES on the Social Security Fairness Act (H.R. 82, November 2024) eliminating WEP/GPO provisions that reduced benefits. She consistently opposes any cuts or privatization of Social Security.",https://torres.house.gov/media-center/press-releases/congresswoman-torres-introduces-repairing-social-security-after-trump-and-doge-act,https://clerk.house.gov/Votes/2024456,https://torres.house.gov/norma-torres-delivers-for-the-inland-empire
Norma Torres,,climate-change,3,"Torres has a 96% lifetime LCV score and voted for the Inflation Reduction Act's $370 billion clean energy investment. Her official website states she is 'committed to tackling the climate crisis' with 'commonsense and progressive solutions' including 'balancing economic development and environmental conservation' reflecting a gradual transition approach.",https://www.lcv.org/moc/norma-torres/,https://www.normatorres.com/climate-change,https://torres.house.gov/issue/energy-and-environment?latest=42
Norma Torres,,civil-rights,2,"Torres cosponsored the Equality Act (H.R. 15, 119th Congress) prohibiting discrimination based on sexual orientation and gender identity. She voted for the George Floyd Justice in Policing Act and supported the Equal Health Care for All Act addressing racial inequities. She is a member of the Congressional Hispanic Caucus.",https://www.congress.gov/bill/119th-congress/house-bill/15/text,https://torres.house.gov/norma-torres-delivers-for-the-inland-empire,https://chci.org/staff-and-leadership/rep-norma-j-torres/
Norma Torres,,housing,2,"Torres chairs the New Democrat Coalition Housing Working Group and secured over $11 million in FY2026 for affordable housing and infrastructure in the Inland Empire. She announced $1.5 million from HUD for homelessness reduction and voted for the Housing for the 21st Century Act (2026).",https://torres.house.gov/media-center/press-releases/congresswoman-torres-secures-over-11-million-for-inland-empire-projects-to-drive-innovation-support-affordable-housing-and-improve-public-safety,https://torres.house.gov/media-center/press-releases/rep-norma-torres-lead-new-democrat-coalition-affordable-housing-task,https://torres.house.gov/media-center/press-releases/housing-infrastructure-and-transportation-working-group-chair-norma-torres-on-house-passage-of-the-housing-for-the-21st-century-act
Norma Torres,,campaign-finance,2,"Torres voted YES on H.R. 1 (For the
People Act, March 2021) which includes the DISCLOSE Act for dark money transparency, a 6:1 small-dollar matching fund for public financing, expanded prohibitions on foreign campaign spending, and additional disclaimers on political advertising.",https://www.congress.gov/bill/117th-congress/house-bill/1,https://campaignlegal.org/update/how-hr-1-will-help-us-achieve-government-people,https://ballotpedia.org/HR1,_%22For_the_People_Act_of_2021%22
Norma Torres,,immigration,2,"Torres introduced the Fairness to Freedom Act (H.R. 2697, 2023) for universal immigration legal representation and led appropriations requests for immigrant legal services. She worked to address root causes of migration in Central America and voted NO on H.R. 2 (Secure the Border Act). As a Guatemalan immigrant she champions expanded legal immigration and pathways to citizenship.",https://www.congress.gov/bill/118th-congress/house-bill/2697/text,https://torres.house.gov/norma-torres-delivers-for-the-inland-empire,https://torres.house.gov/media-center/press-releases/torres-leads-letter-requesting-300-million-legal-representation
Norma Torres,,redistricting,1,"Torres voted YES on H.R. 1 (For the
People Act, March 2021) requiring all states to establish independent multi-party redistricting commissions with no elected officials, banning partisan gerrymandering, and mandating transparency with equal numbers of Democrats, Republicans, and unaffiliated members.",https://www.congress.gov/bill/117th-congress/house-bill/1,https://campaignlegal.org/update/how-hr-1-will-help-us-achieve-government-people,
